field/0/_name,field/0/__text,field/1/_name,field/1/__text,field/2/_name,field/2/__text,field/3/_name,field/3/__text,field/4/_name,field/4/__text,field/5/_name,field/5/__text
Country or Area,"China, mainland",Element,Production,Year,1962,Unit,tonnes,Value,54710.00,Value Footnotes,A
Country or Area,"China, mainland",Element,Production,Year,1961,Unit,tonnes,Value,53628.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2019,Unit,tonnes,Value,62107.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2018,Unit,tonnes,Value,61875.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2017,Unit,tonnes,Value,60058.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2016,Unit,tonnes,Value,59203.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2015,Unit,tonnes,Value,61634.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2014,Unit,tonnes,Value,62533.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2013,Unit,tonnes,Value,61631.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2012,Unit,tonnes,Value,60135.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2011,Unit,tonnes,Value,57877.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2010,Unit,tonnes,Value,58767.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2009,Unit,tonnes,Value,57000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2008,Unit,tonnes,Value,57000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2007,Unit,tonnes,Value,57000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2006,Unit,tonnes,Value,57000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2005,Unit,tonnes,Value,57000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2004,Unit,tonnes,Value,55500.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2003,Unit,tonnes,Value,54750.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2002,Unit,tonnes,Value,54000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2001,Unit,tonnes,Value,52500.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,2000,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1999,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1998,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1997,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1996,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1995,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1994,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1993,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1992,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1991,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1990,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1989,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1988,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1987,Unit,tonnes,Value,51000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1986,Unit,tonnes,Value,49950.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1985,Unit,tonnes,Value,49500.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1984,Unit,tonnes,Value,48000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1983,Unit,tonnes,Value,47250.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1982,Unit,tonnes,Value,46500.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1981,Unit,tonnes,Value,45000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1980,Unit,tonnes,Value,44250.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1979,Unit,tonnes,Value,43500.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1978,Unit,tonnes,Value,42750.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1977,Unit,tonnes,Value,42000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1976,Unit,tonnes,Value,39000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1975,Unit,tonnes,Value,37875.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1974,Unit,tonnes,Value,34200.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1973,Unit,tonnes,Value,39000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1972,Unit,tonnes,Value,40500.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1971,Unit,tonnes,Value,41250.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1970,Unit,tonnes,Value,39000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1969,Unit,tonnes,Value,37050.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1968,Unit,tonnes,Value,32700.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1967,Unit,tonnes,Value,32550.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1966,Unit,tonnes,Value,30000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1965,Unit,tonnes,Value,27750.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1964,Unit,tonnes,Value,25500.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1963,Unit,tonnes,Value,23250.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1962,Unit,tonnes,Value,21000.00,Value Footnotes,A
Country or Area,Colombia,Element,Production,Year,1961,Unit,tonnes,Value,19500.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2019,Unit,tonnes,Value,26261.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2018,Unit,tonnes,Value,25753.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2017,Unit,tonnes,Value,25272.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2016,Unit,tonnes,Value,25048.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2015,Unit,tonnes,Value,24321.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2014,Unit,tonnes,Value,23419.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2013,Unit,tonnes,Value,14140.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2012,Unit,tonnes,Value,13394.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2011,Unit,tonnes,Value,12974.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2010,Unit,tonnes,Value,12811.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2009,Unit,tonnes,Value,11874.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2008,Unit,tonnes,Value,11299.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2007,Unit,tonnes,Value,11015.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2006,Unit,tonnes,Value,9571.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2005,Unit,tonnes,Value,9126.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2004,Unit,tonnes,Value,8201.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2003,Unit,tonnes,Value,8194.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2002,Unit,tonnes,Value,8104.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2001,Unit,tonnes,Value,7335.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,2000,Unit,tonnes,Value,6861.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1999,Unit,tonnes,Value,7323.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1998,Unit,tonnes,Value,5360.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1997,Unit,tonnes,Value,5308.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1996,Unit,tonnes,Value,5640.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1995,Unit,tonnes,Value,5690.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1994,Unit,tonnes,Value,5723.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1993,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1992,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1991,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1990,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1989,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1988,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1987,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1986,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1985,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1984,Unit,tonnes,Value,5910.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1983,Unit,tonnes,Value,5860.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1982,Unit,tonnes,Value,5834.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1981,Unit,tonnes,Value,5334.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1980,Unit,tonnes,Value,5801.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1979,Unit,tonnes,Value,5694.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1978,Unit,tonnes,Value,5421.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1977,Unit,tonnes,Value,5208.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1976,Unit,tonnes,Value,4995.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1975,Unit,tonnes,Value,4805.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1974,Unit,tonnes,Value,4669.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1973,Unit,tonnes,Value,4396.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1972,Unit,tonnes,Value,4376.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1971,Unit,tonnes,Value,4346.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1970,Unit,tonnes,Value,4303.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1969,Unit,tonnes,Value,4243.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1968,Unit,tonnes,Value,3930.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1967,Unit,tonnes,Value,3517.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1966,Unit,tonnes,Value,3217.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1965,Unit,tonnes,Value,3004.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1964,Unit,tonnes,Value,2791.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1963,Unit,tonnes,Value,2691.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1962,Unit,tonnes,Value,2278.00,Value Footnotes,A
Country or Area,Costa Rica,Element,Production,Year,1961,Unit,tonnes,Value,2178.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2019,Unit,tonnes,Value,32728.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2018,Unit,tonnes,Value,31605.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2017,Unit,tonnes,Value,35497.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2016,Unit,tonnes,Value,36583.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2015,Unit,tonnes,Value,34293.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2014,Unit,tonnes,Value,32619.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2013,Unit,tonnes,Value,33315.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2012,Unit,tonnes,Value,32231.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2011,Unit,tonnes,Value,31032.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2010,Unit,tonnes,Value,29375.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2009,Unit,tonnes,Value,28792.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2008,Unit,tonnes,Value,32276.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2007,Unit,tonnes,Value,30052.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2006,Unit,tonnes,Value,22762.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2005,Unit,tonnes,Value,21734.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2004,Unit,tonnes,Value,21350.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2003,Unit,tonnes,Value,22609.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2002,Unit,tonnes,Value,23427.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2001,Unit,tonnes,Value,23573.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,2000,Unit,tonnes,Value,22105.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1999,Unit,tonnes,Value,19073.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1998,Unit,tonnes,Value,19228.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1997,Unit,tonnes,Value,21520.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1996,Unit,tonnes,Value,19539.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1995,Unit,tonnes,Value,17906.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1994,Unit,tonnes,Value,17328.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1993,Unit,tonnes,Value,16008.00,Value Footnotes,A
Country or Area,Croatia,Element,Production,Year,1992,Unit,tonnes,Value,16220.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2019,Unit,tonnes,Value,12400.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2018,Unit,tonnes,Value,15800.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2017,Unit,tonnes,Value,15800.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2016,Unit,tonnes,Value,22600.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2015,Unit,tonnes,Value,18900.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2014,Unit,tonnes,Value,16900.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2013,Unit,tonnes,Value,16700.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2012,Unit,tonnes,Value,18200.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2011,Unit,tonnes,Value,16100.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2010,Unit,tonnes,Value,16900.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2009,Unit,tonnes,Value,14240.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2008,Unit,tonnes,Value,14500.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2007,Unit,tonnes,Value,14500.00,Value Footnotes,A
Country or Area,Cuba,Element,Production,Year,2006,Unit,tonnes,Value,14540.00,Value Footnotes,A
