Year,County,Region,Child Population,% of Children in Total Population,Total Population
2013,Lavaca,8-San Antonio,4495,23,19562
2013,Lee,7-Austin,4230,25,16906
2013,Leon,7-Austin,3699,22,17021
2013,Liberty,6-Houston,19432,25,78374
2013,Limestone,7-Austin,5356,23,23430
2013,Lipscomb,1-Lubbock,895,26,3397
2013,Live Oak,11-Edinburg,2289,20,11632
2013,Llano,7-Austin,3036,16,19319
2013,Loving,9-Midland,10,12,85
2013,Lubbock,1-Lubbock,70187,24,288773
2013,Lynn,1-Lubbock,1524,26,5766
2013,Madison,7-Austin,2996,22,13865
2013,Marion,4-Tyler,1936,18,10490
2013,Martin,9-Midland,1478,29,5122
2013,Mason,9-Midland,808,20,3958
2013,Matagorda,6-Houston,9293,25,36837
2013,Maverick,8-San Antonio,17903,32,55961
2013,McCulloch,9-Midland,1957,23,8352
2013,McLennan,7-Austin,61831,26,240212
2013,McMullen,11-Edinburg,125,17,730
2013,Medina,8-San Antonio,11617,25,47316
2013,Menard,9-Midland,424,19,2209
2013,Midland,9-Midland,40871,27,149190
2013,Milam,7-Austin,6163,25,24657
2013,Mills,7-Austin,1105,23,4889
2013,Mitchell,2-Abilene,1790,19,9537
2013,Montague,2-Abilene,4373,22,19549
2013,Montgomery,6-Houston,132544,27,498464
2013,Moore,1-Lubbock,6729,31,21790
2013,Morris,4-Tyler,2869,22,12788
2013,Motley,1-Lubbock,246,21,1199
2013,Nacogdoches,5-Beaumont,14214,22,63845
2013,Navarro,3-Arlington,12391,26,47843
2013,Newton,5-Beaumont,2999,21,14184
2013,Nolan,2-Abilene,3940,26,15300
2013,Nueces,11-Edinburg,89503,25,352497
2013,Ochiltree,1-Lubbock,3264,31,10514
2013,Oldham,1-Lubbock,695,33,2107
2013,Orange,5-Beaumont,19806,24,83138
2013,Palo Pinto,3-Arlington,6674,24,28019
2013,Panola,4-Tyler,5838,24,24063
2013,Parker,3-Arlington,29636,24,122108
2013,Parmer,1-Lubbock,2920,29,9913
2013,Pecos,9-Midland,3827,24,15863
2013,Polk,5-Beaumont,9411,20,46336
2013,Potter,1-Lubbock,32749,27,121780
2013,Presidio,10-El Paso,1901,27,7120
2013,Rains,4-Tyler,2239,20,11053
2013,Randall,1-Lubbock,30687,25,125035
2013,Reagan,9-Midland,1048,29,3575
2013,Real,8-San Antonio,599,18,3340
2013,Red River,4-Tyler,2634,21,12807
2013,Reeves,9-Midland,3124,22,14292
2013,Refugio,11-Edinburg,1714,23,7421
2013,Roberts,1-Lubbock,235,25,938
2013,Robertson,7-Austin,3899,23,16666
2013,Rockwall,3-Arlington,24050,28,85092
2013,Runnels,2-Abilene,2577,24,10621
2013,Rusk,4-Tyler,11893,22,53154
2013,Sabine,5-Beaumont,1970,19,10551
2013,San Augustine,5-Beaumont,1705,20,8709
2013,San Jacinto,5-Beaumont,6178,23,27081
2013,San Patricio,11-Edinburg,17963,27,66556
2013,San Saba,7-Austin,1198,20,5989
2013,Schleicher,9-Midland,962,29,3327
2013,Scurry,2-Abilene,4308,25,17304
2013,Shackelford,2-Abilene,757,23,3347
2013,Shelby,5-Beaumont,6647,26,25503
2013,Sherman,1-Lubbock,843,27,3070
2013,Smith,4-Tyler,54726,25,217455
2013,Somervell,3-Arlington,2079,24,8662
2013,Starr,11-Edinburg,20307,33,62242
2013,Stephens,2-Abilene,2199,23,9580
2013,Sterling,9-Midland,272,23,1178
2013,Stonewall,2-Abilene,309,21,1487
2013,Sutton,9-Midland,1028,25,4155
2013,Swisher,1-Lubbock,1945,25,7662
2013,Tarrant,3-Arlington,516865,27,1907230
2013,Taylor,2-Abilene,32882,25,134004
2013,Terrell,9-Midland,203,20,1000
2013,Terry,1-Lubbock,3339,26,12754
2013,Throckmorton,2-Abilene,329,21,1582
2013,Titus,4-Tyler,9582,29,32570
2013,Tom Green,9-Midland,26386,23,113593
2013,Travis,7-Austin,257828,23,1103585
2013,Trinity,5-Beaumont,2860,20,14482
2013,Tyler,5-Beaumont,4163,19,21602
2013,Upshur,4-Tyler,9381,23,39968
2013,Upton,9-Midland,942,27,3519
2013,Uvalde,8-San Antonio,7308,27,26741
2013,Val Verde,8-San Antonio,14186,29,48767
2013,Van Zandt,4-Tyler,12340,23,53399
2013,Victoria,8-San Antonio,22839,25,89755
2013,Walker,6-Houston,11601,17,69367
2013,Waller,6-Houston,10922,24,45249
2013,Ward,9-Midland,3152,28,11347
2013,Washington,7-Austin,7440,22,34048
2013,Webb,11-Edinburg,85085,33,257514
2013,Wharton,6-Houston,10821,26,41515
2013,Wheeler,1-Lubbock,1384,25,5520
2013,Wichita,2-Abilene,30175,23,131748
2013,Wilbarger,2-Abilene,3246,24,13344
2013,Willacy,11-Edinburg,5644,25,22154
2013,Williamson,7-Austin,129412,28,468146
2013,Wilson,8-San Antonio,11322,25,45454
2013,Winkler,9-Midland,2253,29,7645
2013,Wise,3-Arlington,15025,25,61121
2013,Wood,4-Tyler,8559,20,42984
2013,Yoakum,1-Lubbock,2581,32,8188
2013,Young,2-Abilene,4396,24,18555
2013,Zapata,11-Edinburg,4735,33,14183
2013,Zavala,8-San Antonio,3634,30,11960
2013,All Counties,All Regions,,,26433242
